listing_id,number,score
25392816,69,4.73
25400115,17,4.82
25408614,7,4.43
25408932,13,4.75
25409717,18,4.26
25410786,19,4.95
25411124,2,4.5
25411183,7,4.71
25411267,13,4.92
25418112,3,4.67
25421351,31,5.0
25423793,29,4.79
25442843,45,4.91
25443811,15,5.0
25453375,28,4.97
25473635,73,4.91
25484086,3,4.67
25486061,96,4.98
25494259,3,4.67
25499538,46,4.8
25513603,21,4.86
25515482,63,4.17
25530645,89,4.74
25531661,26,4.31
25535284,3,4.5
25536130,52,4.42
25537879,30,4.33
25538601,2,3.5
25539436,114,4.66
25544469,2,5.0
25544973,1,5.0
25558915,74,4.93
25569842,47,4.26
25581038,140,4.64
25608093,218,4.85
25609197,99,4.84
25644991,26,4.96
25671173,2,4.0
25672441,6,4.2
25672488,7,4.71
25680978,15,4.93
25702099,5,5.0
25708527,26,4.38
25724984,8,4.75
25736639,14,4.43
25762160,16,4.81
25772035,2,5.0
25775630,43,4.86
25779922,1,5.0
25796280,38,4.89
25832097,6,4.33
25833171,2,5.0
25857881,18,4.78
25860196,54,4.94
25860792,23,5.0
25881470,27,5.0
25883802,19,4.67
25888111,2,5.0
25889914,57,4.36
25891332,19,4.58
25910448,19,4.95
25911971,5,5.0
25915690,340,4.82
25922637,1,5.0
25928596,42,4.58
25929687,27,4.0
25936392,135,4.74
25939239,102,4.4
25941705,27,4.88
25961096,5,5.0
25963334,1,4.0
25966187,3,4.33
25976259,3,4.67
25978291,2,5.0
25986610,4,4.33
25994089,17,4.65
25994594,28,4.7
25996035,6,4.67
25998831,1,5.0
26000444,333,4.82
26028117,50,4.56
26030822,40,4.93
26044181,150,4.79
26048532,28,4.46
26053492,18,4.83
26063509,6,5.0
26073219,33,4.28
26095265,37,4.35
26100474,12,4.89
26104145,2,4.5
26116457,192,4.53
26118026,7,5.0
26120228,24,4.48
26122372,7,4.33
26127067,46,4.83
26128805,151,4.81
26129331,1,5.0
26130497,147,4.82
26131036,163,4.82
26131644,8,5.0
26132100,12,4.91
26145923,57,4.86
26157649,397,4.83
26181828,22,4.59
26195318,9,4.78
26198266,54,4.57
26200116,52,4.77
26209225,16,4.63
26226493,1,5.0
26249336,6,5.0
26257560,13,5.0
26266870,174,4.86
26269369,6,5.0
26277038,220,4.4
26294466,3,5.0
26313842,141,4.82
26344835,6,4.83
26352214,5,5.0
26375552,13,4.67
26376070,2,4.5
26388412,350,4.89
26407229,11,5.0
26412305,36,4.94
26419577,5,4.8
26423837,11,5.0
26430515,3,5.0
26439765,6,4.33
26445302,101,4.79
26446770,12,4.55
26458827,4,5.0
26479684,5,4.8
26481651,11,4.82
26485244,5,4.0
26494360,36,4.83
26495991,22,4.9
26499167,26,4.72
26499634,64,5.0
26500124,13,4.92
26513955,5,4.75
26514039,5,4.8
26514178,5,5.0
26525079,4,5.0
26526384,6,4.17
26529911,194,4.54
26543362,5,4.4
26550955,14,4.71
26554320,71,4.65
26568615,11,4.64
26582493,67,4.32
26590032,156,4.41
26616726,28,4.79
26632409,11,4.45
26632500,80,4.95
26632960,188,4.47
26633422,190,4.55
26633637,190,4.62
26633644,1,5.0
26634024,166,4.6
26636573,115,4.75
26638623,66,4.77
26649461,11,4.73
26650366,9,4.56
26650699,12,4.25
26653154,10,4.9
26655077,11,4.6
26656721,60,4.85
26660935,19,4.85
26661726,163,4.55
26662886,3,4.33
26681254,5,4.4
26684520,18,4.83
26701554,9,4.78
26701694,19,4.68
26702226,11,4.2
26707460,11,4.6
26726684,21,4.45
26733593,81,4.98
26736840,10,5.0
26744402,43,4.86
26744966,11,4.8
26745549,3,3.67
26746946,6,5.0
26747369,36,4.67
26747498,4,4.5
26748006,176,4.27
26758792,1,5.0
26761384,6,5.0
26761594,63,4.71
26763213,6,4.8
26766318,75,4.96
26766696,18,4.72
26773519,50,4.94
26777997,55,4.88
26779483,34,4.94
26797440,4,5.0
26798754,78,4.64
26807695,5,4.67
26831016,10,4.5
26831935,23,4.67
26862098,31,4.9
26862423,54,4.69
26864729,7,5.0
26870258,1,4.0
26872665,32,4.91
26873201,1,5.0
26881198,1,5.0
26882828,9,4.9
26919693,1,5.0
26922376,1,3.0
26923503,10,4.5
26936197,133,4.79
26938176,14,5.0
26971797,37,4.89
26972865,2,4.5
26978731,31,4.84
26979624,8,4.86
26982545,15,4.67
26987897,33,4.97
26988674,5,5.0
27016613,11,4.09
27020405,136,4.93
27022023,26,4.88
27022249,3,5.0
27023317,22,4.95
27049475,68,4.62
27052436,296,4.74
27053992,19,4.79
27055788,43,4.58
27057791,18,4.53
27059337,13,4.93
27074481,3,4.67
27080279,1,5.0
27080487,8,4.0
27099983,4,5.0
27102063,70,4.6
27105451,5,4.8
27110638,1,5.0
27110789,8,4.75
27123432,9,4.56
27123796,268,4.78
27135294,5,4.8
27159482,3,5.0
27160796,11,4.82
27162955,1,5.0
27165074,7,4.86
27167045,1,5.0
27180433,26,4.62
27192227,163,4.4
27201077,2,4.5
27212941,104,4.58
27213510,3,4.0
27214717,4,4.75
27216209,78,4.43
27216379,66,4.55
27216719,59,4.56
27217054,67,4.63
27218125,71,4.39
27250770,7,4.57
27252536,2,5.0
27258983,17,4.44
27273680,1,5.0
27275530,40,4.5
27281216,9,4.33
27281604,23,4.91
27304177,104,4.93
27308148,60,4.52
27332008,30,4.93
27332558,6,5.0
27347596,148,4.28
27351547,8,3.38
27352359,10,4.38
27354320,53,4.77
27356486,24,4.65
27358001,71,4.82
27365420,95,4.9
27392555,5,4.8
27398026,17,4.56
27398723,2,5.0
27412797,126,4.97
27415878,16,4.47
27419661,32,4.77
27423074,24,4.92
27426734,61,4.69
27445238,1,5.0
27454327,46,4.76
27459353,85,4.87
27477522,2,4.5
27502007,67,4.88
27507088,12,4.17
27508692,4,4.75
27537133,4,4.75
27539445,53,4.4
27540881,3,5.0
27546560,20,4.9
27546939,54,4.67
27549985,55,4.78
27561693,20,5.0
27578035,6,4.67
27591856,8,5.0
27593855,3,5.0
27602541,5,4.8
27624736,25,4.52
27628314,12,4.9
27628956,20,4.9
27629266,6,4.5
27633422,39,4.87
27657333,37,4.94
27674953,2,5.0
27680053,310,4.97
27685400,3,5.0
27688082,36,4.68
27714555,38,4.79
27715438,3,4.0
27719975,9,4.88
27722493,84,4.8
27725956,32,4.61
27731794,1,5.0
27750603,89,4.87
27767971,1,5.0
27772094,21,4.6
27772237,12,4.42
27773725,1,5.0
27775478,13,4.54
27777136,80,4.63
27777321,45,4.87
27779680,70,4.64
27780677,108,4.83
27803092,94,4.8
27804202,375,4.82
27819303,18,4.5
27819311,1,4.0
27819369,19,4.47
27821440,52,4.94
27825511,40,4.88
27831957,2,5.0
27843003,17,5.0
27845062,25,4.88
27846661,35,4.94
27846985,30,4.97
27850536,1,4.0
27861518,33,4.5
27862841,9,4.38
27869552,74,4.92
27886261,11,5.0
27891180,11,4.91
27895934,32,4.97
27899704,20,4.85
27901264,3,3.67
27901913,31,4.32
27905722,4,5.0
27914167,6,5.0
27914814,70,4.92
27916749,9,4.33
27922226,97,4.78
27925209,8,5.0
27927643,5,4.8
27930435,3,4.0
27947584,6,4.83
27948213,17,5.0
27955964,275,4.36
27957035,35,4.6
27959167,38,5.0
27959184,309,4.47
27975133,28,4.54
27976414,2,4.5
27984155,1,4.0
27994572,11,4.64
27996150,31,4.52
27998691,19,4.89
28001434,15,4.93
28011209,3,5.0
28012714,7,4.57
28021034,25,4.96
28024740,19,4.74
28029083,309,4.41
28049146,1,5.0
28049280,114,4.97
28071726,59,4.22
28078388,14,4.67
28079984,31,4.87
28097113,1,5.0
28099891,10,5.0
28101030,238,4.87
28132001,26,4.73
28132171,3,4.67
28133339,120,4.87
28154812,75,4.73
28177421,24,4.38
28196332,2,5.0
28201225,2,5.0
28203665,37,4.89
28203893,67,4.48
28209742,8,4.25
28212246,4,5.0
28214540,2,5.0
28220621,12,5.0
28238595,9,4.5
28240824,60,4.55
28241676,16,4.94
28246159,3,5.0
28250086,49,4.94
28271790,44,4.65
28272004,25,4.8
28272505,8,4.88
28276263,8,5.0
28276509,68,4.57
28291686,7,5.0
28297094,92,4.94
28300651,119,4.87
28310448,1,5.0
28328504,369,4.69
28328713,9,4.78
28352164,2,5.0
28357164,22,4.5
28358840,80,4.63
28359551,21,4.71
28397322,20,4.2
28435142,11,4.82
28438168,33,4.68
28461543,27,4.88
28462630,21,4.81
28479813,67,4.36
28514364,25,4.8
28516396,16,4.81
28542092,19,4.95
28561054,3,5.0
28564225,28,4.89
28607417,1,5.0
28607589,85,4.73
28626715,9,4.78
28636889,5,5.0
28655484,2,5.0
28665336,9,4.89
28682217,17,4.0
28706387,19,4.61
28731647,3,5.0
28734207,109,4.56
28747596,7,5.0
28781212,20,4.65
28781223,76,4.71
28781586,24,4.92
28782709,48,4.75
28804213,288,4.9
28808857,2,5.0
28835778,18,4.89
28835995,3,4.33
28853653,67,4.4
28908161,5,4.2
28922729,43,4.98
28931650,91,4.92
28943607,3,4.33
28948225,32,4.63
28948700,2,5.0
28957610,80,4.68
28974771,18,4.94
28982019,2,5.0
29002429,21,3.43
29007950,124,4.8
29048061,34,4.88
29054927,9,4.38
29071067,18,5.0
29073101,1,5.0
29075460,4,5.0
29076095,5,4.8
29099874,1,4.0
29100557,96,4.93
29127626,85,4.7
29129190,37,4.89
29142877,3,5.0
29147405,60,4.88
29157870,1,5.0
29172687,12,4.92
29185432,130,4.87
29189361,1,5.0
29201835,10,4.7
29203294,10,4.8
29209445,21,4.74
29249651,2,5.0
29270684,2,4.0
29272081,27,4.33
29281605,1,4.0
29307404,28,4.79
29307418,4,4.25
29325721,1,5.0
29358410,2,5.0
29376561,97,4.82
29377413,37,4.59
29377467,76,4.32
29377634,26,4.59
29377730,111,4.72
29379307,2,4.5
29388810,13,4.83
29407713,19,4.53
29409721,46,4.61
29413988,36,4.64
29445643,2,4.5
29455313,23,4.7
29462007,6,4.2
29477443,71,4.75
29502210,37,4.19
29503660,50,4.12
29505216,2,4.5
29509018,3,5.0
29510237,50,4.88
29526169,2,5.0
29528468,19,4.89
29529403,36,4.69
29529789,38,4.53
29544972,37,4.84
29596197,1,5.0
29602477,65,4.2
29638861,47,4.85
29642751,1,5.0
29656751,35,4.8
29674501,5,4.8
29675553,10,4.8
29696318,6,4.17
29731212,20,4.35
29734986,3,5.0
29735483,69,4.74
29750282,66,4.5
29756555,3,5.0
29760876,4,5.0
29772627,8,4.5
29776918,2,3.0
29777820,2,5.0
29825519,37,4.89
29830184,62,4.76
29840217,7,4.83
29844823,10,5.0
29872742,72,4.68
29873220,5,4.6
29878637,2,5.0
29892871,5,5.0
29906197,94,4.71
29929391,56,4.75
29952413,8,4.56
29956493,48,4.58
29960237,3,5.0
29961589,12,5.0
29973392,3,5.0
29983220,7,4.86
30008534,3,4.33
30014817,2,5.0
30027785,3,5.0
30050192,5,5.0
30078895,12,4.73
30088681,8,5.0
30089879,5,4.6
30090420,3,4.33
30098860,4,3.75
30107613,3,4.0
30118128,1,5.0
30128633,1,5.0
30152578,10,5.0
30168322,31,4.13
30170582,154,4.88
30175375,2,5.0
30179796,30,4.6
30193991,1,4.0
30205560,6,3.5
30222170,2,2.0
30231039,3,5.0
30284346,2,5.0
30290858,64,4.89
30307202,16,4.44
30314099,2,5.0
30316922,47,4.81
30366157,4,4.75
30369780,16,4.69
30389596,9,4.22
30401653,52,4.85
30412756,42,4.36
30415915,22,4.9
30441505,3,5.0
30456517,15,4.2
30456856,33,4.27
30459238,6,4.67
30459757,53,4.62
30460618,61,4.61
30460773,42,5.0
30460917,47,4.54
30460997,21,4.71
30461330,22,4.63
30461814,49,4.65
30461888,150,4.52
30462190,196,4.5
30462260,457,4.52
30464241,13,4.09
30466684,62,4.25
30501224,3,4.0
30504069,6,4.33
30520915,3,5.0
30525407,1,4.0
30529835,3,4.33
30545547,1,4.0
30546191,1,4.0
30551377,63,4.83
30554667,21,4.76
30556729,1,5.0
30557062,2,5.0
30577129,25,4.58
30589878,2,4.5
30682426,11,4.64
30683793,1,4.0
30702838,93,4.68
30702938,63,4.48
30703041,102,4.43
30703177,71,4.48
30703260,70,4.52
30722671,50,4.9
30727745,3,4.67
30730666,11,5.0
30737269,332,4.83
30737432,1,5.0
30756650,1,1.0
30758178,15,4.8
30762290,9,4.56
30771281,20,4.47
30794253,9,5.0
30805136,37,4.76
30806839,12,5.0
30807557,9,4.89
30811461,48,4.06
30814414,13,4.46
30821767,74,4.85
30833141,1,5.0
30851782,39,4.5
30881141,16,4.81
30883157,88,4.6
30924349,4,4.33
30946316,17,4.71
30946373,7,5.0
30948708,12,4.73
30959088,6,4.83
30962621,7,4.86
30982222,7,5.0
31031932,77,4.62
31060508,9,4.78
31072579,136,4.88
31092227,35,4.97
31109845,3,5.0
31112464,26,4.92
31187887,2,4.0
31247362,24,4.79
31351744,18,4.22
31353666,33,4.74
31377279,32,4.88
31401445,1,4.0
31401915,143,4.54
31403919,169,4.89
31404382,2,5.0
31441320,2,4.0
31442306,32,4.41
31443241,14,4.77
31458481,97,4.73
31478285,7,5.0
31481523,4,5.0
31486455,5,5.0
31490247,70,4.97
31501337,1,5.0
31522365,41,4.93
31526953,2,5.0
31553297,21,4.79
31580442,12,4.83
31581573,56,4.71
31591135,33,4.64
31604697,10,4.56
31609501,97,4.96
31632885,27,4.22
31651233,22,4.77
31661855,164,4.91
31671946,31,4.45
31679033,19,4.44
31715644,8,4.86
31802297,36,4.97
31817062,51,4.06
31870600,72,4.9
31871452,77,4.72
31893665,55,4.8
31894005,46,4.87
31927540,1,5.0
31937238,36,4.78
31986592,63,4.66
31987645,6,4.67
31988598,2,3.5
32005643,39,4.6
32009094,10,4.2
32011399,73,4.7
32013644,18,4.78
32035337,2,3.5
32045696,7,5.0
32104217,4,5.0
32107713,132,4.89
32120160,7,4.57
32120384,7,4.29
32120667,12,4.75
32120940,5,4.6
32121138,7,4.71
32164142,75,4.84
32164211,18,4.44
32164744,71,4.8
32177750,25,4.83
32182888,3,5.0
32213341,13,4.0
32231093,2,5.0
32257938,23,5.0
32278580,4,5.0
32281193,12,4.83
32285775,18,4.89
32287368,15,4.4
32307775,36,4.56
32312147,6,4.83
32354518,2,5.0
32359424,22,4.86
32360069,20,5.0
32360203,3,4.67
32420553,75,4.85
32420757,2,3.0
32421225,1,5.0
32423184,35,4.97
32462470,48,4.5
32489761,3,5.0
32498446,35,4.6
32499291,142,4.7
32513857,48,4.63
32515533,27,4.93
32517484,51,4.96
32526206,71,4.94
32533650,9,5.0
32538169,12,4.33
32538273,24,5.0
32542146,19,4.67
32549009,6,4.67
32549236,4,4.75
32602330,8,4.88
32604722,4,5.0
32609852,5,5.0
32610519,2,5.0
32627008,15,4.86
32637964,1,5.0
32638148,1,5.0
32657191,2,5.0
32662614,33,4.58
32667012,45,4.76
32677910,73,4.96
32686636,23,4.5
32686821,26,4.73
32689673,11,4.4
32690117,29,4.38
32690145,74,4.42
32690681,32,4.59
32690873,26,4.15
32691234,31,4.39
32693764,21,4.95
32706679,39,4.64
32707753,37,4.54
32708916,23,4.91
32713058,12,4.83
32716705,24,4.46
32745954,2,5.0
32755458,7,4.86
32778290,11,5.0
32779247,22,5.0
32782397,69,4.93
32782686,13,5.0
32784622,31,4.94
32785506,2,5.0
32788024,11,4.82
32803356,54,4.94
32810501,25,4.72
32812736,50,4.22
32812991,2,5.0
32832933,3,5.0
32838554,10,4.56
32839694,30,4.8
32840013,2,5.0
32842487,81,4.96
32853599,16,4.73
32855323,30,4.8
32856047,73,4.7
32859054,278,4.81
32862538,1,5.0
32863843,36,4.54
32866281,1,5.0
32869255,21,4.95
32869476,6,4.5
32888973,4,4.75
32897484,20,4.7
32914568,14,4.79
32916365,66,4.82
32918518,5,5.0
32931668,1,5.0
32937669,34,4.48
32938629,74,4.73
32939527,3,4.67
32952838,13,4.43
32958240,41,4.85
32974228,26,4.96
32984428,181,4.92
32990233,9,4.78
33009132,3,3.67
33011545,1,5.0
33017179,3,5.0
33039765,22,4.77
33067095,7,4.71
33108730,15,5.0
33111254,4,3.33
33136936,1,5.0
33162291,126,4.89
33188454,26,4.88
33221761,2,4.5
33263374,51,4.65
33268929,35,4.6
33284594,40,4.95
33306740,16,4.63
33312814,2,5.0
33340108,45,4.69
33368046,8,5.0
33371874,124,4.76
33385705,7,4.67
33385761,34,4.91
33388680,21,4.9
33415092,9,4.78
33416276,21,4.41
33426787,48,4.4
33441207,30,4.73
33465940,27,4.77
33469844,14,4.77
33482033,4,4.5
33494577,2,4.0
33512093,18,4.89
33525905,28,4.89
33541189,32,4.44
33572784,30,4.37
33609032,1,4.0
33611917,1,5.0
33637890,5,5.0
33648748,33,4.27
33649140,25,4.12
33676294,1,5.0
33679313,43,4.09
33681132,24,4.24
33681271,6,4.0
33701696,3,3.0
33704454,14,4.75
33710320,37,4.16
33730253,41,4.95
33730762,37,4.71
33737083,10,4.4
33741110,12,4.75
33744753,27,4.52
33746794,1,5.0
33760253,1,5.0
33765844,27,4.7
33828558,1,5.0
33829098,9,4.75
33835027,28,4.89
33835587,81,4.52
33855567,3,5.0
33865371,8,4.5
33873920,137,4.74
33879424,1,4.0
33895983,3,5.0
33932757,56,4.96
33937931,3,3.0
33938298,27,4.74
33938520,1,2.0
33965145,15,4.8
33970271,5,4.6
33994063,64,4.8
33995944,28,4.96
34010135,21,4.9
34014153,102,4.85
34016010,3,4.67
34032210,4,5.0
34062848,10,5.0
34070727,4,5.0
34100262,15,5.0
34108410,7,4.43
34121652,131,4.87
34122165,18,4.58
34141658,36,4.51
34145158,4,5.0
34177798,20,4.89
34222058,2,5.0
34223989,26,4.84
34240276,9,3.78
34242312,38,4.76
34250762,7,4.71
34251119,31,4.29
34270406,37,4.46
34277908,1,5.0
34304662,32,5.0
34312080,46,4.87
34312752,21,3.86
34313323,6,3.17
34338295,7,4.67
34351989,17,4.29
34367082,5,5.0
34368046,23,4.91
34368739,5,5.0
34387298,18,3.78
34405294,11,4.55
34413689,36,4.5
34433355,6,5.0
34435070,8,5.0
34441692,10,5.0
34461597,10,5.0
34501297,50,4.75
34517691,4,5.0
34527049,42,4.88
34539036,1,5.0
34539122,9,3.78
34552877,25,4.2
34562403,79,4.88
34564901,3,4.5
34573082,1,4.0
34593663,3,2.5
34598110,27,4.63
34599598,128,4.71
34602809,13,4.69
34603177,4,5.0
34615748,15,4.93
34640460,22,4.77
34641213,29,4.76
34672971,465,4.6
34680667,28,4.43
34687372,94,4.98
34691862,55,4.56
34692075,22,4.41
34699297,99,4.61
34699872,15,4.93
34705888,16,4.18
34733733,9,4.78
34736280,117,4.65
34741919,47,4.78
34749708,55,4.95
34768412,7,5.0
34779611,6,4.83
34785846,133,4.87
34797287,157,4.84
34799980,28,4.89
34800427,9,4.67
34802119,25,4.92
34803323,9,4.89
34803941,8,4.75
34812856,6,4.33
34835048,6,3.83
34835160,42,4.4
34836065,3,5.0
34838791,232,4.91
34851952,2,5.0
34853246,7,4.86
34856855,15,4.93
34858470,1,5.0
34861194,14,4.88
34864248,3,4.33
34879281,3,4.33
34886933,2,4.0
34889972,3,5.0
34891141,7,4.0
34894834,28,4.61
34897418,1,5.0
34931021,38,4.87
34931054,82,4.83
34931097,2,4.5
34931128,2,5.0
34931178,80,4.89
34931800,2,5.0
34931838,2,5.0
34931848,140,4.92
34943496,38,4.74
34975137,72,4.99
34991332,199,4.79
34993391,19,4.6
35005088,19,4.67
35005349,15,4.69
35053054,5,4.8
35053161,36,4.86
35085606,5,3.8
35085611,6,3.67
35088286,23,4.7
35090499,2,4.5
35091868,2,4.5
35109264,6,5.0
35123611,4,5.0
35137210,25,4.92
35141834,67,4.5
35145549,2,5.0
35150735,8,4.57
35152001,24,4.61
35160597,30,4.87
35206674,4,5.0
35210012,3,5.0
35214199,6,4.83
35229089,27,4.52
35231214,5,5.0
35243415,4,5.0
35247934,3,5.0
35274738,88,4.86
35289196,2,5.0
35320369,11,5.0
35340639,41,4.56
35340788,4,5.0
35346979,5,5.0
35355059,7,4.57
35366258,9,4.88
35372523,64,4.89
35377358,1,5.0
35401519,38,4.97
35406191,3,5.0
35408107,1,5.0
35448648,29,4.93
35461596,4,5.0
35462882,9,4.56
35489321,9,4.86
35492738,40,4.49
35506380,2,5.0
35511291,4,5.0
35512947,14,4.86
35535668,6,4.67
35545729,41,4.93
35559705,118,4.88
35560132,10,5.0
35562722,1,5.0
35563076,3,5.0
35563644,38,4.58
35569423,52,4.91
35576859,9,4.88
35577845,53,4.65
35608363,34,4.82
35634746,2,3.0
35640983,8,4.5
35648044,15,4.93
35673359,51,4.31
35673532,83,4.52
35673628,34,4.2
35673876,51,4.29
35679514,12,4.67
35699949,2,4.5
35709159,15,4.73
35712527,1,5.0
35713748,7,4.86
35715056,21,4.95
35715690,7,4.83
35725592,11,4.91
35726540,38,4.66
35731940,8,5.0
35741233,25,4.88
35762958,14,4.93
35766393,2,5.0
35766535,19,4.95
35767091,4,4.25
35799006,6,4.83
35803194,2,5.0
35819988,3,4.33
35828896,10,5.0
35837656,1,5.0
35856841,21,4.9
35865074,1,5.0
35868978,1,5.0
35868984,37,4.7
35870816,68,4.65
35877219,17,4.0
35878039,9,4.67
35878124,7,4.57
35900329,40,4.73
35903197,26,4.38
35909945,39,4.31
35910130,13,4.54
35910281,5,4.4
35943161,69,4.84
35954646,5,4.8
35967281,73,4.59
35986074,179,4.97
35986747,6,4.8
35987461,20,4.5
35988107,29,4.82
35992124,45,4.76
35993433,16,4.73
35993494,8,4.86
35997173,1,5.0
36020675,57,4.63
36020745,38,4.77
36026721,52,4.67
36028449,4,4.25
36033653,6,4.17
36034711,5,4.6
36058080,9,4.78
36058680,43,4.69
36084820,3,4.67
36100357,217,4.93
36111607,3,5.0
36126707,17,4.53
36132141,9,4.13
36145170,28,4.68
36218733,2,5.0
36226634,25,4.8
36235875,13,5.0
36236698,49,4.71
36252246,5,4.8
36253416,26,4.68
36255222,25,5.0
36266110,8,4.75
36273513,40,4.28
36275450,1,5.0
36283070,23,4.7
36283400,29,4.76
36283456,7,5.0
36283513,4,4.75
36296920,29,4.83
36309900,1,4.0
36330155,1,4.0
36337560,10,4.9
36342163,5,5.0
36343440,43,4.48
36345382,3,4.67
36351345,5,5.0
36352557,9,5.0
36374914,25,4.56
36378585,15,4.43
36379001,34,4.76
36384147,1,3.0
36389876,11,4.3
36410701,155,4.98
36414306,5,5.0
36421220,50,4.66
36441946,1,3.0
36462511,12,5.0
36465309,180,4.76
36466515,6,4.33
36469306,34,4.91
36476892,10,4.73
36496667,74,4.97
36506174,20,4.4
36509878,2,4.0
36534202,45,4.91
36557715,16,4.81
36558882,3,5.0
36562508,43,4.36
36562570,114,4.44
36572462,29,4.86
36580602,15,4.87
36586845,72,4.58
36587590,30,4.71
36589636,85,4.56
36590112,24,4.38
36601270,3,4.67
36630917,67,4.93
36647879,34,4.76
36649175,29,4.86
36650309,33,4.91
36655900,1,3.0
36661055,37,4.46
36686468,63,5.0
36718669,12,5.0
36725320,5,5.0
36725745,1,4.0
36731209,1,5.0
36759899,13,5.0
36801179,1,3.0
36830115,5,4.75
36833204,15,4.8
36833248,5,5.0
36838805,4,5.0
36844514,2,5.0
36862134,3,5.0
36863389,1,5.0
36875838,7,5.0
36901427,76,4.51
36901457,6,4.17
36934308,44,4.93
36939105,16,4.5
36959080,115,4.67
36960357,31,4.74
36977242,39,4.82
36994569,1,5.0
37010434,8,4.88
37028840,5,4.75
37029805,129,4.64
37034621,6,4.83
37081710,22,4.32
37092704,12,4.64
37107622,107,4.95
37111467,22,4.55
37160190,20,4.45
37174188,2,5.0
37192109,5,5.0
37199428,7,4.5
37207238,12,5.0
37211363,7,4.29
37226483,2,5.0
37236120,42,4.9
37242673,9,4.56
37248338,7,4.86
37253728,4,3.5
37273181,6,3.67
37282119,10,4.22
37288548,81,4.78
37306419,25,4.88
37310316,4,4.75
37318865,6,4.33
37376225,2,4.5
37377666,9,4.11
37394907,8,4.63
37421258,44,4.98
37422266,10,5.0
37444687,18,5.0
37474447,11,5.0
37487591,94,4.98
37490747,16,5.0
37495236,5,4.2
37523477,6,5.0
37523572,9,4.22
37527985,1,3.0
37547727,2,5.0
37551762,1,5.0
37557193,68,4.97
37583585,5,3.8
37586169,39,4.29
37622448,10,3.38
37650683,8,4.75
37651902,29,4.69
37657468,3,4.67
37658435,7,4.86
37672918,2,5.0
37675901,7,4.5
37685618,8,4.88
37685678,6,4.5
37701994,8,3.75
37703653,3,4.33
37716525,21,4.9
37732561,3,4.33
37736016,2,5.0
37736165,16,4.88
37737048,17,5.0
37766048,26,4.54
37771431,4,5.0
37780942,1,5.0
37794300,10,4.0
37794773,74,4.76
37807515,21,4.81
37810719,1,5.0
37811383,2,5.0
37826083,15,4.67
37828902,30,4.79
37846423,2,5.0
37874237,2,5.0
37894104,2,1.0
37962744,4,5.0
37968060,7,5.0
37970593,37,4.86
37984315,32,4.78
38022106,33,5.0
38033524,3,5.0
38034541,108,4.86
38036678,91,4.84
38042062,5,4.0
38061443,16,5.0
38095951,24,4.54
38100726,24,4.67
38112673,49,4.68
38124234,12,4.82
38130718,15,4.87
38131220,30,4.97
38145058,45,4.82
38148283,1,5.0
38180494,11,4.2
38210851,40,4.93
38225761,14,4.79
38231106,25,4.72
38249885,7,5.0
38254392,29,4.79
38259069,22,4.95
38263048,4,5.0
38271868,21,4.9
38286821,101,4.71
38311860,15,4.67
38322404,22,4.55
38324113,18,4.89
38326009,6,5.0
38341798,4,5.0
38341978,16,4.94
38343712,17,4.94
38364439,14,4.64
38376958,2,5.0
38376990,3,4.33
38377028,1,5.0
38377069,8,4.75
38378119,10,4.7
38378194,1,4.0
38378226,4,4.75
38379053,1,4.0
38379097,2,4.5
38398420,3,5.0
38403821,10,4.9
38406934,37,4.47
38446778,6,5.0
38446976,3,5.0
38456538,9,4.89
38456556,4,5.0
38502708,11,4.73
38511385,12,4.83
38545622,1,5.0
38549095,16,4.63
38549639,74,4.51
38549645,87,4.58
38569093,3,5.0
38591969,69,4.61
38592004,46,4.76
38594322,1,5.0
38594350,79,4.65
38645199,10,4.9
38661447,7,4.86
38665136,4,5.0
38673785,3,2.5
38719671,8,4.75
38749265,78,4.55
38833329,5,5.0
38840325,6,5.0
38844291,1,5.0
38894976,9,4.67
38902496,3,5.0
38928069,9,5.0
38928828,85,4.93
38930872,12,5.0
38969224,4,4.75
38969905,140,4.44
38975150,15,4.87
38975781,14,5.0
39044764,15,4.75
39053392,5,3.6
39056501,1,5.0
39081156,17,4.69
39102293,3,5.0
39121717,5,4.4
39128032,6,4.5
39133384,5,5.0
39135076,14,4.93
39135254,9,5.0
39144791,38,4.82
39174796,14,5.0
39196763,29,4.93
39197942,10,5.0
39198618,1,5.0
39199429,8,5.0
39200408,6,5.0
39201483,5,4.6
39202188,132,4.78
39226532,6,3.83
39243743,1,4.0
39291856,11,5.0
39314907,10,5.0
39320042,2,5.0
39339542,1,5.0
39364267,2,5.0
39406098,7,5.0
39417372,1,5.0
39427560,6,4.67
39441556,8,4.63
39444575,37,4.92
39483660,1,5.0
39485083,9,4.67
39514434,34,4.71
39527873,82,4.93
39541753,21,4.76
39553940,1,3.0
39556516,27,4.63
39585886,4,4.0
39602193,23,4.96
39606602,2,5.0
39619533,20,4.35
39663979,6,5.0
39695236,16,4.75
39721061,14,5.0
39744712,16,4.82
39745766,21,4.95
39750846,6,5.0
39770157,9,4.4
39777561,3,3.5
39788249,1,5.0
39795425,15,3.25
39795835,20,4.3
39814391,17,4.82
39815830,1,5.0
39820233,26,4.56
39834808,2,4.0
39835646,46,4.93
39840572,10,4.78
39868299,10,4.7
39888150,2,5.0
39889847,77,4.71
39914831,19,4.28
39914946,24,4.63
39977570,48,5.0
39982451,10,4.6
39988290,8,4.5
39989926,3,4.67
